feature,importance
away_SP_release_consistency_score_roll5,0.015963077545166016
home_SP_field_outs_roll5,0.01596212387084961
game_time_17:05,0.01589488983154297
home_pitching_strikeOuts_roll10,0.015849590301513672
diff_bullpen_role_specialization_roll5d,0.015816688537597656
diff_pitching_strikeOuts_roll10,0.01575946807861328
away_bullpen_k_bb_ratio_roll5d,0.015674591064453125
diff_SP_pct_2_strikes_roll5,0.015637874603271484
home_SP_delta_run_exp_mean_roll5,0.01563262939453125
home_SP_home_score_diff_min_roll5,0.015607833862304688
home_bullpen_avg_leverage_index_roll5d,0.015556812286376953
diff_SP_api_break_x_batter_in_max_roll5,0.015520095825195312
venue_Globe Life Field,0.015515804290771484
game_time_23:20,0.015499591827392578
diff_bullpen_k_bb_ratio_roll5d,0.015480995178222656
away_bullpen_effective_speed_mean_roll5d,0.015450000762939453
wind_dir_Varies,0.015445232391357422
diff_SP_hit_distance_sc_mean_roll5,0.015442848205566406
home_pitching_whip_roll10,0.0153961181640625
home_bullpen_on_2b_presence_rate_roll5d,0.01531982421875
venue_Rogers Centre,0.015282154083251953
diff_SP_api_break_z_with_gravity_min_roll5,0.015273571014404297
diff_SP_zone_edge_rate_roll5,0.015245914459228516
venue_Truist Park,0.01519012451171875
home_bullpen_launch_angle_std_roll5d,0.015182018280029297
home_last_5_wins,0.015156745910644531
away_SP_called_strike_rate_roll5,0.015154361724853516
away_SP_on_1b_lambda_roll5,0.01514577865600586
home_SP_estimated_slg_using_speedangle_mean_roll5,0.015145301818847656
game_time_19:40,0.015116214752197266
away_SP_pct_2_strikes_roll5,0.015100955963134766
home_bullpen_k_bb_ratio_roll5d,0.015003681182861328
wind_dir_Out To RF,0.01499319076538086
away_SP_high_lev_zone_rate_roll5,0.014966964721679688
away_SP_description_whiff_rate_roll5,0.014963150024414062
game_time_22:40,0.014962196350097656
diff_bullpen_release_extension_mean_roll5d,0.014933586120605469
diff_bullpen_plate_z_std_roll5d,0.014918804168701172
diff_bullpen_bullpen_depth_score_roll5d,0.014908790588378906
venue_Comerica Park,0.014876365661621094
home_batting_avg_roll10,0.014859676361083984
diff_bullpen_estimated_woba_using_speedangle_max_roll5d,0.014838695526123047
game_time_02:15,0.01477813720703125
game_time_00:15,0.014744758605957031
diff_SP_blocked_ball_rate_roll5,0.014740943908691406
diff_SP_launch_angle_lambda_roll5,0.0147247314453125
away_SP_on_2b_lambda_roll5,0.014693737030029297
game_time_02:10,0.014658451080322266
away_bullpen_avg_rest_days_roll5d,0.014656543731689453
home_bullpen_called_strike_rate_roll5d,0.01461648941040039
away_SP_release_pos_z_mean_roll5,0.014582633972167969
venue_Oakland Coliseum,0.014533519744873047
home_bullpen_home_runs_roll5d,0.014515876770019531
home_SP_walks_roll5,0.01444101333618164
home_bullpen_arm_angle_std_roll5d,0.014439105987548828
away_SP_launch_angle_lambda_roll5,0.014324188232421875
diff_SP_pitch_types_count_roll5,0.014322280883789062
diff_SP_home_win_exp_mean_roll5,0.014232158660888672
away_SP_pitcher_days_since_prev_game_first_roll5,0.014220714569091797
away_SP_pitch_type_pitch_sequence_entropy_roll5,0.014168262481689453
diff_bullpen_effective_speed_mean_roll5d,0.014143943786621094
away_SP_api_break_x_batter_in_std_roll5,0.014019012451171875
venue_Miller Park,0.014018058776855469
home_SP_hits_roll5,0.014003276824951172
diff_SP_pct_3_balls_roll5,0.01399087905883789
home_SP_woba_denom_sum_roll5,0.01395559310913086
conditions_Cloudy,0.013898372650146484
diff_SP_release_pos_z_mean_roll5,0.013845443725585938
diff_day_era,0.013839244842529297
away_SP_hits_roll5,0.01383829116821289
conditions_Sunny,0.013834953308105469
away_batting_hits_roll10,0.013815879821777344
diff_bullpen_balls_in_play_roll5d,0.013730049133300781
conditions_Partly Cloudy,0.013690948486328125
home_SP_release_pos_x_mean_roll5,0.013675689697265625
diff_SP_plate_z_std_roll5,0.013669967651367188
diff_SP_delta_home_win_exp_std_roll5,0.013658523559570312
away_SP_on_3b_lambda_roll5,0.013652801513671875
away_pitching_runs_roll10,0.013623714447021484
away_last_10_wins,0.013609886169433594
diff_bullpen_avg_leverage_index_roll5d,0.013596057891845703
diff_SP_effective_speed_mean_roll5,0.013592243194580078
away_bullpen_estimated_woba_using_speedangle_max_roll5d,0.01352071762084961
away_SP_woba_value_sum_roll5,0.013466835021972656
home_SP_on_3b_lambda_roll5,0.013451099395751953
away_bullpen_pfx_z_mean_roll5d,0.01344156265258789
away_bullpen_hit_distance_sc_mean_roll5d,0.013422966003417969
home_SP_high_lev_zone_rate_roll5,0.013391971588134766
home_bullpen_blowout_win_usage_roll5d,0.013349533081054688
away_bullpen_clean_inning_rate_roll5d,0.013327598571777344
diff_SP_ball_rate_roll5,0.013323307037353516
home_SP_double_plays_roll5,0.013320446014404297
diff_SP_hit_distance_sc_lambda_roll5,0.013315677642822266
home_bullpen_pitches_per_out_roll5d,0.013250350952148438
game_time_23:07,0.013203620910644531
game_time_18:20,0.013184547424316406
away_bullpen_role_specialization_roll5d,0.013079166412353516
away_bullpen_estimated_woba_using_speedangle_mean_roll5d,0.01307821273803711
away_bullpen_ball_rate_roll5d,0.013074874877929688
away_bullpen_high_velo_pitchers_roll5d,0.013036727905273438
diff_bullpen_back_to_back_appearances_roll5d,0.01300954818725586
diff_SP_pfx_x_std_roll5,0.012984275817871094
away_SP_xERA_component_roll5,0.01294851303100586
home_bullpen_swinging_strike_rate_roll5d,0.012940406799316406
away_bullpen_spin_consistency_roll5d,0.012938499450683594
diff_SP_xERA_component_roll5,0.01293802261352539
away_SP_api_break_x_batter_in_mean_roll5,0.012899398803710938
home_SP_hbp_roll5,0.012898921966552734
home_SP_pfx_x_max_roll5,0.012893199920654297
diff_SP_pct_2_outs_roll5,0.012893199920654297
away_bullpen_blowout_win_usage_roll5d,0.012850284576416016
venue_George M. Steinbrenner Field,0.012835025787353516
diff_SP_velocity_band_usage_roll5,0.012801170349121094
home_day_avg_runs,0.012769699096679688
away_pitching_whip_roll10,0.012720108032226562
home_SP_release_pos_x_std_roll5,0.012706756591796875
away_bullpen_release_spin_rate_max_roll5d,0.0126190185546875
away_SP_pct_3_balls_roll5,0.012612342834472656
home_SP_pct_0_strikes_roll5,0.012579917907714844
diff_SP_release_speed_min_roll5,0.012476444244384766
diff_SP_delta_home_win_exp_mean_roll5,0.012473106384277344
diff_SP_hbp_roll5,0.012468338012695312
away_SP_release_speed_std_roll5,0.01245737075805664
away_SP_inning_nunique_roll5,0.012448787689208984
home_SP_plate_x_std_roll5,0.012432098388671875
home_bullpen_avg_pitches_per_reliever_roll5d,0.012412548065185547
away_SP_delta_run_exp_mean_roll5,0.012397289276123047
away_bullpen_avg_leverage_index_roll5d,0.012365341186523438
home_SP_iso_value_mean_roll5,0.012358665466308594
home_SP_api_break_x_batter_in_mean_roll5,0.012340545654296875
home_SP_arm_angle_std_roll5,0.012333393096923828
diff_SP_pitcher_days_until_next_game_first_roll5,0.012294292449951172
venue_Citi Field,0.012230396270751953
home_SP_pfx_z_std_roll5,0.01219320297241211
diff_SP_on_3b_lambda_roll5,0.012187957763671875
diff_SP_estimated_ba_using_speedangle_mean_roll5,0.012187004089355469
diff_SP_two_strike_velo_roll5,0.012181758880615234
away_bullpen_release_spin_rate_mean_roll5d,0.012173652648925781
away_batting_avg_roll10,0.01212453842163086
conditions_Clear,0.012119293212890625
home_bullpen_multi_inning_appearances_roll5d,0.012105941772460938
game_time_18:10,0.012097358703613281
game_time_19:45,0.01209402084350586
diff_SP_strike_rate_roll5,0.012092113494873047
away_bullpen_at_bat_number_nunique_roll5d,0.01208353042602539
diff_bullpen_velo_spread_roll5d,0.012078285217285156
away_bullpen_woba_value_mean_roll5d,0.012069225311279297
away_SP_estimated_slg_using_speedangle_mean_roll5,0.012066364288330078
diff_bullpen_clean_inning_start_rate_roll5d,0.012042999267578125
diff_bullpen_plate_x_std_roll5d,0.01203775405883789
home_SP_release_speed_std_roll5,0.012010574340820312
diff_bullpen_innings_coverage_roll5d,0.011997222900390625
home_SP_launch_angle_mean_roll5,0.011988639831542969
diff_SP_home_win_exp_std_roll5,0.011983394622802734
diff_batting_homeRuns_roll10,0.011960983276367188
diff_SP_movement_score_roll5,0.011950492858886719
home_SP_called_strike_rate_roll5,0.011943340301513672
diff_bullpen_hbp_roll5d,0.011919021606445312
away_SP_release_spin_rate_max_roll5,0.011906147003173828
diff_pitching_era_roll10,0.011867523193359375
home_SP_two_strike_whiff_rate_roll5,0.011858940124511719
diff_SP_api_break_x_arm_mean_roll5,0.011858463287353516
home_SP_velo_percentile_roll5,0.011855602264404297
diff_bullpen_command_score_roll5d,0.011832237243652344
diff_bullpen_pitches_per_out_roll5d,0.011823654174804688
away_bullpen_called_strike_rate_roll5d,0.011774539947509766
away_batting_doubles_roll10,0.011765480041503906
away_bullpen_blowout_loss_usage_roll5d,0.011754035949707031
home_SP_whip_roll5,0.011708259582519531
home_SP_delta_home_win_exp_std_roll5,0.011690139770507812
away_batting_runs_roll10,0.01168203353881836
home_SP_on_1b_lambda_roll5,0.011678218841552734
home_bullpen_launch_angle_mean_roll5d,0.011673450469970703
home_SP_release_spin_rate_min_roll5,0.011668205261230469
home_SP_whiff_rate_roll5,0.011666297912597656
away_bullpen_max_leverage_roll5d,0.011560916900634766
venue_Safeco Field,0.0115509033203125
diff_SP_inning_nunique_roll5,0.01151275634765625
away_bullpen_api_break_z_with_gravity_mean_roll5d,0.011503219604492188
diff_SP_estimated_woba_using_speedangle_max_roll5,0.011477947235107422
diff_SP_on_2b_lambda_roll5,0.011453628540039062
home_bullpen_release_pos_z_std_roll5d,0.011448860168457031
home_fielding_errors_roll10,0.011438369750976562
away_bullpen_hit_distance_sc_max_roll5d,0.011416912078857422
diff_SP_launch_speed_lambda_roll5,0.01141500473022461
home_bullpen_hbp_roll5d,0.0113983154296875
wind_dir_In From CF,0.011397838592529297
diff_bullpen_release_extension_std_roll5d,0.011378765106201172
diff_SP_release_consistency_score_roll5,0.011368751525878906
away_SP_release_spin_rate_std_roll5,0.011350631713867188
away_bullpen_release_pos_x_std_roll5d,0.011345863342285156
home_SP_home_win_exp_std_roll5,0.01132345199584961
diff_bullpen_clean_inning_rate_roll5d,0.01132345199584961
away_pitching_hits_roll10,0.011322975158691406
away_day_era,0.011312484741210938
expected_away_runs,0.011292457580566406
home_pitching_runs_roll10,0.01128530502319336
away_batting_homeRuns_roll10,0.011271953582763672
diff_SP_on_1b_lambda_roll5,0.011260986328125
away_SP_walks_roll5,0.011232376098632812
away_batting_ops_roll10,0.011210918426513672
home_SP_estimated_woba_using_speedangle_max_roll5,0.011208057403564453
home_SP_pitch_type_pitch_sequence_entropy_roll5,0.011200904846191406
diff_win_streak,0.011198997497558594
away_SP_babip_value_mean_roll5,0.01118612289428711
home_pitching_homeRuns_roll10,0.01118326187133789
away_SP_two_strike_whiff_rate_roll5,0.011181354522705078
wind_dir_In From RF,0.011178970336914062
diff_SP_pitcher_days_since_prev_game_first_roll5,0.011174201965332031
game_time_23:30,0.011148929595947266
diff_SP_hits_roll5,0.011119365692138672
venue_SunTrust Park,0.01110696792602539
diff_bullpen_on_3b_presence_rate_roll5d,0.011102676391601562
home_SP_strike_rate_roll5,0.011095523834228516
diff_SP_high_lev_velo_roll5,0.011092185974121094
home_bullpen_hr_rate_roll5d,0.011026382446289062
diff_bullpen_close_game_usage_roll5d,0.010987281799316406
diff_SP_walks_roll5,0.010968208312988281
diff_SP_hit_distance_sc_max_roll5,0.010940074920654297
diff_pitching_runs_roll10,0.010889053344726562
diff_bullpen_api_break_x_arm_mean_roll5d,0.010875225067138672
home_SP_release_spin_rate_std_roll5,0.010856151580810547
home_SP_api_break_x_arm_min_roll5,0.010805130004882812
venue_American Family Field,0.010782718658447266
game_time_19:07,0.010781288146972656
diff_home_avg_runs,0.010750293731689453
diff_bullpen_total_pitches_roll5d,0.010739803314208984
diff_bullpen_arm_angle_mean_roll5d,0.010728836059570312
diff_SP_high_lev_k_rate_roll5,0.010709762573242188
home_SP_attack_angle_mean_roll5,0.01070404052734375
venue_Busch Stadium,0.010700702667236328
diff_SP_woba_denom_sum_roll5,0.010695457458496094
home_SP_api_break_z_with_gravity_min_roll5,0.010663509368896484
home_bullpen_high_velo_pitchers_roll5d,0.010617256164550781
away_SP_home_score_diff_max_roll5,0.010614871978759766
home_bullpen_velo_spread_roll5d,0.0106048583984375
diff_SP_hr_rate_roll5,0.010562896728515625
diff_SP_release_extension_mean_roll5,0.010540008544921875
away_SP_api_break_x_arm_max_roll5,0.010510444641113281
venue_Wrigley Field,0.010509490966796875
home_SP_bb_rate_roll5,0.010488510131835938
home_SP_balls_in_play_roll5,0.010486125946044922
diff_away_avg_runs,0.010477542877197266
diff_SP_bat_speed_std_roll5,0.010373592376708984
diff_bullpen_strikeouts_roll5d,0.01036691665649414
away_pitching_era_roll10,0.010339736938476562
away_SP_vz0_mean_roll5,0.010335922241210938
diff_SP_release_pos_x_std_roll5,0.010334491729736328
game_time_18:25,0.010295391082763672
diff_SP_double_plays_roll5,0.010251998901367188
diff_SP_home_score_diff_max_roll5,0.010247230529785156
home_SP_pct_3_balls_roll5,0.01023721694946289
diff_SP_plate_x_mean_roll5,0.010189533233642578
diff_SP_n_thruorder_pitcher_max_roll5,0.01018524169921875
home_SP_pfx_x_std_roll5,0.01016855239868164
diff_SP_whiff_rate_roll5,0.010158538818359375
diff_SP_release_spin_rate_min_roll5,0.010140419006347656
home_bullpen_hit_distance_sc_max_roll5d,0.010117053985595703
away_bullpen_k_rate_roll5d,0.0101165771484375
home_bullpen_bb_rate_roll5d,0.010089397430419922
home_bullpen_role_specialization_roll5d,0.010056018829345703
game_time_17:10,0.010053157806396484
home_bullpen_estimated_woba_using_speedangle_mean_roll5d,0.010052680969238281
diff_SP_pct_1_outs_roll5,0.010049819946289062
away_bullpen_release_pos_z_std_roll5d,0.010045051574707031
away_SP_strike_rate_roll5,0.010028839111328125
home_SP_xERA_component_roll5,0.009968280792236328
away_SP_woba_denom_sum_roll5,0.009963512420654297
away_bullpen_woba_value_sum_roll5d,0.009887218475341797
away_bullpen_field_outs_roll5d,0.009886741638183594
venue_Target Field,0.009860038757324219
home_SP_pct_2_outs_roll5,0.009850502014160156
diff_bullpen_max_batters_reliever_roll5d,0.009849071502685547
away_SP_hr_rate_roll5,0.009833812713623047
home_batting_strikeOuts_roll10,0.009806156158447266
diff_bullpen_walks_roll5d,0.00980234146118164
home_bullpen_release_speed_std_roll5d,0.009786605834960938
away_bullpen_pfx_x_mean_roll5d,0.009765625
away_bullpen_inherited_runners_strand_rate_roll5d,0.009765148162841797
away_SP_gidp_roll5,0.009753227233886719
game_time_23:05,0.009737014770507812
away_SP_pct_0_outs_roll5,0.009728431701660156
home_SP_gidp_roll5,0.009708881378173828
game_time_22:10,0.009694099426269531
away_bullpen_hits_roll5d,0.009693622589111328
away_SP_pitch_types_count_roll5,0.00968170166015625
home_SP_vz0_mean_roll5,0.009676456451416016
away_SP_iso_value_mean_roll5,0.009658336639404297
home_bullpen_high_leverage_pct_roll5d,0.009648799896240234
diff_bullpen_avg_pitches_per_appearance_roll5d,0.009648799896240234
away_last_20_wins,0.0096435546875
away_bullpen_release_extension_std_roll5d,0.009618282318115234
away_SP_high_lev_k_rate_roll5,0.009593963623046875
diff_SP_pfx_x_min_roll5,0.00959157943725586
away_SP_hbp_roll5,0.009585857391357422
away_SP_pfx_x_max_roll5,0.009553909301757812
away_SP_first_pitch_strike_rate_roll5,0.009552955627441406
diff_SP_description_whiff_rate_roll5,0.009550094604492188
diff_SP_attack_angle_std_roll5,0.009550094604492188
away_SP_ax_mean_roll5,0.009524822235107422
home_bullpen_late_inning_rate_roll5d,0.00951528549194336
home_SP_api_break_x_batter_in_std_roll5,0.00943899154663086
diff_SP_release_pos_z_std_roll5,0.00941324234008789
diff_bullpen_spin_consistency_roll5d,0.009404659271240234
home_bullpen_arm_angle_mean_roll5d,0.009383678436279297
away_bullpen_velo_spread_roll5d,0.009357929229736328
diff_SP_balls_in_play_roll5,0.009329795837402344
home_SP_pct_hitters_counts_roll5,0.009328365325927734
away_SP_late_game_velo_drop_roll5,0.009321212768554688
away_SP_bb_rate_roll5,0.009318828582763672
home_SP_estimated_ba_using_speedangle_mean_roll5,0.009259700775146484
home_SP_plate_z_mean_roll5,0.009246826171875
away_bullpen_max_batters_reliever_roll5d,0.009237289428710938
away_bullpen_swinging_strike_rate_roll5d,0.009235858917236328
diff_SP_k_bb_ratio_roll5,0.009211540222167969
away_bullpen_whip_roll5d,0.009186744689941406
home_SP_force_outs_roll5,0.009170055389404297
game_time_19:35,0.009152889251708984
diff_bullpen_blowout_loss_usage_roll5d,0.009130477905273438
away_bullpen_late_inning_rate_roll5d,0.009126663208007812
away_bullpen_clean_inning_start_rate_roll5d,0.009115219116210938
home_SP_ball_rate_roll5,0.009085655212402344
diff_batting_strikeOuts_roll10,0.009080886840820312
home_SP_movement_score_roll5,0.009055137634277344
home_current_streak,0.00905466079711914
home_bullpen_high_leverage_specialist_rate_roll5d,0.009041309356689453
away_SP_pfx_z_min_roll5,0.008993148803710938
away_SP_pitcher_days_until_next_game_first_roll5,0.00898885726928711
diff_bullpen_whip_roll5d,0.008977890014648438
diff_SP_iso_value_mean_roll5,0.00894927978515625
away_SP_release_pos_x_mean_roll5,0.00892496109008789
diff_bullpen_avg_rest_days_roll5d,0.00890970230102539
diff_SP_delta_home_win_exp_sum_roll5,0.008900642395019531
game_time_23:35,0.008888721466064453
diff_SP_velo_percentile_roll5,0.008884906768798828
away_bullpen_api_break_z_with_gravity_std_roll5d,0.008880138397216797
home_SP_high_lev_k_rate_roll5,0.008866310119628906
home_bullpen_release_spin_rate_mean_roll5d,0.008855819702148438
conditions_Rain,0.00881052017211914
diff_bullpen_max_leverage_roll5d,0.008800506591796875
away_SP_pct_2_outs_roll5,0.00878286361694336
wind_dir_Out To LF,0.00876617431640625
home_bullpen_pitcher_nunique_roll5d,0.008756160736083984
away_SP_clean_inning_rate_roll5,0.008742332458496094
game_time_21:35,0.008700847625732422
wind_dir_R To L,0.008692741394042969
away_SP_pfx_z_std_roll5,0.008677005767822266
home_SP_k_rate_roll5,0.008663654327392578
away_SP_k_rate_roll5,0.008652210235595703
game_time_23:40,0.0086517333984375
home_SP_k_bb_ratio_roll5,0.008639335632324219
diff_bullpen_blowout_win_usage_roll5d,0.008634567260742188
away_fielding_errors_roll10,0.008620262145996094
home_SP_release_spin_rate_max_roll5,0.008617877960205078
game_time_20:15,0.008594036102294922
venue_Petco Park,0.00856781005859375
home_SP_on_2b_lambda_roll5,0.00855398178100586
diff_bullpen_called_strike_rate_roll5d,0.008550643920898438
diff_bullpen_release_pos_z_std_roll5d,0.008544445037841797
away_SP_high_lev_velo_roll5,0.00853729248046875
diff_SP_velocity_efficiency_roll5,0.008533954620361328
game_time_01:10,0.008531570434570312
diff_SP_pfx_x_max_roll5,0.008510112762451172
away_bullpen_on_2b_presence_rate_roll5d,0.008481979370117188
away_SP_home_runs_roll5,0.008473873138427734
game_time_23:15,0.008469104766845703
dayNight_night,0.008460044860839844
away_SP_woba_value_mean_roll5,0.008450508117675781
away_SP_delta_home_win_exp_mean_roll5,0.008444786071777344
game_time_21:10,0.008357524871826172
away_pitching_strikeOuts_roll10,0.008349418640136719
diff_SP_api_break_z_with_gravity_mean_roll5,0.008344173431396484
away_bullpen_on_1b_presence_rate_roll5d,0.008320331573486328
away_bullpen_api_break_x_arm_mean_roll5d,0.008298873901367188
diff_SP_pfx_z_max_roll5,0.00829172134399414
home_batting_obp_roll10,0.008271217346191406
diff_SP_az_mean_roll5,0.008251190185546875
diff_bullpen_corner_rate_roll5d,0.008192062377929688
home_batting_runs_roll10,0.00818634033203125
away_SP_launch_speed_std_roll5,0.008182525634765625
diff_bullpen_pfx_x_mean_roll5d,0.008133888244628906
away_SP_arm_angle_std_roll5,0.008121490478515625
home_bullpen_field_outs_roll5d,0.008110523223876953
game_time_23:08,0.008083820343017578
away_SP_chase_rate_induced_roll5,0.008063793182373047
away_SP_estimated_ba_using_speedangle_mean_roll5,0.008044242858886719
diff_SP_home_score_diff_min_roll5,0.00802755355834961
home_pitching_era_roll10,0.007998943328857422
home_bullpen_avg_pitches_per_appearance_roll5d,0.007997989654541016
venue_T-Mobile Park,0.00799560546875
away_SP_pct_1_outs_roll5,0.007985115051269531
home_SP_pfx_z_mean_roll5,0.0079803466796875
home_bullpen_corner_rate_roll5d,0.00797891616821289
away_bullpen_back_to_back_appearances_roll5d,0.007977962493896484
home_SP_plate_x_mean_roll5,0.007965087890625
away_SP_release_extension_mean_roll5,0.007911205291748047
home_SP_az_mean_roll5,0.00788736343383789
home_SP_pfx_z_max_roll5,0.007862091064453125
away_SP_launch_angle_mean_roll5,0.007821083068847656
diff_bullpen_release_speed_min_roll5d,0.007800102233886719
diff_bullpen_api_break_x_arm_std_roll5d,0.007792472839355469
away_SP_movement_score_roll5,0.007782936096191406
away_bullpen_launch_angle_std_roll5d,0.007758617401123047
home_bullpen_pfx_z_mean_roll5d,0.007748603820800781
away_bullpen_mid_inning_entry_rate_roll5d,0.0077381134033203125
away_SP_whiff_rate_roll5,0.007731437683105469
venue_Sahlen Field,0.007712841033935547
game_time_20:40,0.007703304290771484
game_time_20:10,0.007698535919189453
game_time_02:07,0.007693767547607422
diff_SP_pct_hitters_counts_roll5,0.007683277130126953
wind_dir_Calm,0.007677555084228516
